         66773765 function calls (66611606 primitive calls) in 565.856 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        1    0.000    0.000    0.000    0.000 __init__.py:3044(Checkbutton)
        6    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        6    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
        2    0.000    0.000    0.000    0.000 threading.py:1188(native_id)
        7    0.000    0.000    0.000    0.000 numeric.py:768(_convolve_dispatcher)
        2    0.000    0.000    0.000    0.000 _linalg.py:142(_realType)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:286(add)
        6    0.000    0.000    0.000    0.000 gridspec.py:74(get_geometry)
        1    0.000    0.000    0.000    0.000 connection.py:431(Listener)
        1    0.000    0.000    0.000    0.000 spawn.py:36(set_executable)
        1    0.000    0.000    0.000    0.000 popen_spawn_win32.py:38(Popen)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1275(__init__)
        2    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2478(Place)
        2    0.000    0.000    0.000    0.000 _parser.py:946(fix_flags)
        2    0.000    0.000    0.000    0.000 _parser.py:305(_class_escape)
        5    0.000    0.000    0.000    0.000 typing.py:1220(<genexpr>)
        2    0.000    0.000    0.000    0.000 threading.py:1609(main_thread)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:283(__init__)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:1127(__init__)
        2    0.000    0.000    0.000    0.000 patches.py:4000(set_mutation_scale)
        2    0.000    0.000    0.000    0.000 figure.py:91(bubble)
        2    0.000    0.000    0.000    0.000 gridspec.py:100(set_width_ratios)
        8    0.000    0.000    0.000    0.000 axis.py:697(isDefault_minfmt)
        2    0.000    0.000    0.000    0.000 legend.py:805(get_legend_handler_map)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1152(create_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1165(exec_module)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 simpledialog.py:89(Dialog)
        2    0.000    0.000    0.000    0.000 __init__.py:2091(wm_frame)
        1    0.000    0.000    0.000    0.000 __init__.py:3549(Scrollbar)
        4    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
        1    0.000    0.000    0.000    0.000 enum.py:969(_find_data_repr_)
        2    0.000    0.000    0.000    0.000 pathlib.py:836(stat)
        8    0.000    0.000    0.000    0.000 shape_base.py:17(_atleast_1d_dispatcher)
        2    0.000    0.000    0.000    0.000 _linalg.py:198(_assert_stacked_square)
        2    0.000    0.000    0.000    0.000 transforms.py:961(y1)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1793(is_saving)
        1    0.000    0.000    0.000    0.000 connection.py:267(PipeConnection)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:1072(_BackendTk)
        2    0.000    0.000    0.000    0.000 __init__.py:781(focus_set)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:124(TimerTk)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 __init__.py:4017(OptionMenu)
        1    0.000    0.000    0.000    0.000 ImageTk.py:72(PhotoImage)
        2    0.000    0.000    0.000    0.000 contextlib.py:536(_push_exit_callback)
        2    0.000    0.000    0.000    0.000 typing.py:1945(<genexpr>)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:1443(_searchsorted_dispatcher)
        2    0.000    0.000    0.000    0.000 _linalg.py:192(_assert_stacked_2d)
        2    0.000    0.000    0.000    0.000 cbook.py:635(__init__)
        6    0.000    0.000    0.000    0.000 figure.py:2744(get_layout_engine)
        4    0.000    0.000    0.000    0.000 legend.py:790(get_default_handler_map)
        1    0.000    0.000    0.000    0.000 synchronize.py:217(Condition)
        2    0.000    0.000    0.000    0.000 _backend_tk.py:280(get_tk_widget)
        6    0.000    0.000    0.000    0.000 __init__.py:418(__str__)
        1    0.000    0.000    0.000    0.000 <frozen runpy>:26(_TempModule)
        1    0.000    0.000    0.000    0.000 simpledialog.py:31(SimpleDialog)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:163(PpmPlainDecoder)
        1    0.000    0.000    0.000    0.000 typing.py:310(_deduplicate)
        2    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        2    0.000    0.000    0.000    0.000 pathlib.py:274(__len__)
        1    0.000    0.000    0.000    0.000 pathlib.py:712(joinpath)
        4    0.000    0.000    0.000    0.000 transforms.py:1756(<lambda>)
        2    0.000    0.000    0.000    0.000 artist.py:633(set_snap)
        2    0.000    0.000    0.000    0.000 patches.py:3996(get_boxstyle)
        4    0.000    0.000    0.000    0.000 _base.py:1188(get_axes_locator)
        4    0.000    0.000    0.000    0.000 _base.py:1631(get_aspect)
        2    0.000    0.000    0.000    0.000 _base.py:3529(set_axis_on)
        2    0.000    0.000    0.000    0.000 _base.py:4106(set_navigate)
        4    0.000    0.000    0.000    0.000 legend.py:712(_get_loc)
        2    0.000    0.000    0.000    0.000 legend.py:1188(set_draggable)
        1    0.000    0.000    0.000    0.000 context.py:230(DefaultContext)
        1    0.000    0.000    0.000    0.000 process.py:364(_ParentProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:213(Event)
        5    0.000    0.000    0.000    0.000 _backend_tk.py:164(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen runpy>:49(_ModifiedArgv0)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2584(BaseWidget)
        1    0.000    0.000    0.000    0.000 commondialog.py:16(Dialog)
        4    0.000    0.000    0.000    0.000 font.py:100(__str__)
        2    0.000    0.000    0.000    0.000 typing.py:1818(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:720(__truediv__)
        3    0.000    0.000    0.000    0.000 Image.py:3738(register_decoder)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:3477(Radiobutton)
        4    0.000    0.000    0.000    0.000 _parser.py:160(__len__)
        4    0.000    0.000    0.000    0.000 _parser.py:109(__init__)
        8    0.000    0.000    0.000    0.000 _base.py:643(__enter__)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:105(_take_dispatcher)
        4    0.000    0.000    0.000    0.000 _shape_base_impl.py:1277(<genexpr>)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:1365(_diff_dispatcher)
        5    0.000    0.000    0.000    0.000 _arraypad_impl.py:537(_pad_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:801(_get_backend_or_none)
        2    0.000    0.000    0.000    0.000 axis.py:2330(get_label_position)
        1    0.000    0.000    0.000    0.000 process.py:68(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 process.py:163(_SafeQueue)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:8(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 queues.py:296(JoinableQueue)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 ImageTk.py:194(BitmapImage)
        1    0.000    0.000    0.000    0.000 simpledialog.py:270(_QueryDialog)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:57(PpmImageFile)
        2    0.000    0.000    0.000    0.000 contextlib.py:459(_create_exit_wrapper)
        2    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        5    0.000    0.000    0.000    0.000 numeric.py:1444(_moveaxis_dispatcher)
        2    0.000    0.000    0.000    0.000 cbook.py:639(clear)
        4    0.000    0.000    0.000    0.000 transforms.py:1757(<lambda>)
        2    0.000    0.000    0.000    0.000 legend.py:1085(set_bbox_to_anchor)
        2    0.000    0.000    0.000    0.000 patches.py:2567(__init__)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 __init__.py:618(BooleanVar)
        1    0.000    0.000    0.000    0.000 __init__.py:548(StringVar)
        1    0.000    0.000    0.000    0.000 synchronize.py:328(Event)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1955(XView)
        1    0.000    0.000    0.000    0.000 dialog.py:10(Dialog)
        2    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:52(_ignore_error)
        2    0.000    0.000    0.000    0.000 _shape_base_impl.py:738(_array_split_dispatcher)
        1    0.000    0.000    0.000    0.000 Image.py:3692(register_save_all)
        4    0.000    0.000    0.000    0.000 ticker.py:258(_set_locator)
        2    0.000    0.000    0.000    0.000 artist.py:1088(set_in_layout)
        2    0.000    0.000    0.000    0.000 artist.py:1120(get_zorder)
        2    0.000    0.000    0.000    0.000 _base.py:4127(set_navigate_mode)
        2    0.000    0.000    0.000    0.000 gridspec.py:603(num2)
        1    0.000    0.000    0.000    0.000 __init__.py:597(DoubleVar)
        1    0.000    0.000    0.000    0.000 __init__.py:147(_VersionInfoType)
        4    0.000    0.000    0.000    0.000 backend_agg.py:271(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 __init__.py:3510(Scale)
        1    0.000    0.000    0.000    0.000 __init__.py:2685(Button)
        1    0.000    0.000    0.000    0.000 simpledialog.py:381(_QueryString)
        1    0.000    0.000    0.000    0.000 ImageOps.py:417(SupportsGetMesh)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:574(_swapaxes_dispatcher)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:965(_sort_dispatcher)
        2    0.000    0.000    0.000    0.000 cbook.py:123(__call__)
        4    0.000    0.000    0.000    0.000 transforms.py:2148(inverted)
        2    0.000    0.000    0.000    0.000 artist.py:857(get_animated)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 process.py:120(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 process.py:126(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        1    0.000    0.000    0.000    0.000 reduction.py:104(DupHandle)
        1    0.000    0.000    0.000    0.000 connection.py:952(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 <frozen os>:824(fsdecode)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:643(_Frame)
        1    0.000    0.000    0.000    0.000 __init__.py:1933(CallWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:3194(Label)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:397(DibImageFile)
        3    0.000    0.000    0.000    0.000 enum.py:246(__init__)
        4    0.000    0.000    0.000    0.000 contextlib.py:552(__enter__)
        2    0.000    0.000    0.000    0.000 patches.py:4026(get_mutation_aspect)
        2    0.000    0.000    0.000    0.000 gridspec.py:599(num2)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 connection.py:578(SocketListener)
        1    0.000    0.000    0.000    0.000 synchronize.py:130(Semaphore)
        1    0.000    0.000    0.000    0.000 backend_agg.py:524(_BackendAgg)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:957(RubberbandTk)
        1    0.000    0.000    0.000    0.000 __init__.py:1976(YView)
        1    0.000    0.000    0.000    0.000 __init__.py:4003(_setit)
        1    0.000    0.000    0.000    0.000 __init__.py:4400(LabelFrame)
        1    0.000    0.000    0.000    0.000 messagebox.py:61(Message)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:321(BmpRleDecoder)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:300(PpmDecoder)
        1    0.000    0.000    0.000    0.000 typing.py:2794(_namedtuple_mro_entries)
        2    0.000    0.000    0.000    0.000 _shape_base_impl.py:1200(_tile_dispatcher)
        4    0.000    0.000    0.000    0.000 scale.py:96(__init__)
        2    0.000    0.000    0.000    0.000 patches.py:4011(get_mutation_scale)
        2    0.000    0.000    0.000    0.000 figure.py:2658(_check_layout_engines_compat)
        2    0.000    0.000    0.000    0.000 _base.py:812(get_window_extent)
        2    0.000    0.000    0.000    0.000 _base.py:2667(use_sticky_edges)
        2    0.000    0.000    0.000    0.000 gridspec.py:607(get_gridspec)
        1    0.000    0.000    0.000    0.000 process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 __init__.py:572(IntVar)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:1046(SaveFigureTk)
        1    0.000    0.000    0.000    0.000 <frozen runpy>:166(_Error)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 filedialog.py:233(LoadFileDialog)
